uq_ortho_gene_id	tax_id	prot_seq_id	uniprot_id	ensemble_gene_name	ncbi_gid	description
9796_0:004385	9796_0	PTPN1			100052066	tyrosine-protein phosphatase non-receptor type 1
9796_0:004386	9796_0	ADNP	F6Y0X2		100049902	Activity dependent neuroprotector homeobox
9796_0:004387	9796_0	LOC100067361			100067361	signal-regulatory protein beta-1 isoform X1
9796_0:004388	9796_0	MANBAL	F7BAW3		100055328	Mannosidase beta like
9796_0:004389	9796_0	CEBPB			100071474	CCAAT/enhancer-binding protein beta isoform X1
9796_0:00438a	9796_0	NNAT	F6Y4E2		100055414	Neuronatin
9796_0:00438b	9796_0	ACOT8	F6YQK7		100056378	Acyl-CoA thioesterase 8
9796_0:00438c	9796_0	RBPJL			100070913	recombining binding protein suppressor of hairless-like protein
9796_0:00438d	9796_0	NRSN2			100053406	neurensin-2 isoform X1
9796_0:00438e	9796_0	SUN5			100068745	SUN domain-containing protein 5 isoform X1
9796_0:00438f	9796_0	TCEA2			100146980	transcription elongation factor A protein 2 isoform X1
9796_0:004390	9796_0	LOC102148620			102148620	antileukoproteinase
9796_0:004391	9796_0	CSTF1	F6S5J7		100050229	Cleavage stimulation factor subunit 1
9796_0:004392	9796_0	FLRT3	F6VGZ3		100051056	Fibronectin leucine rich transmembrane protein 3
9796_0:004393	9796_0	EDN3			100034064	endothelin-3 isoform X1
9796_0:004394	9796_0	FAM217B	F6QW91		100057044	Family with sequence similarity 217 member B
9796_0:004395	9796_0	DZANK1			100062117	double zinc ribbon and ankyrin repeat-containing protein 1 isoform X1
9796_0:004396	9796_0	WFDC10A			100629250	WAP four-disulfide core domain protein 10A
9796_0:004397	9796_0	MYH7B			100069423	myosin-7B isoform X2
9796_0:004398	9796_0	LOC100058575			100058575	cystatin-9 isoform X1
9796_0:004399	9796_0	LOC100050675			100050675	neuroendocrine secretory protein 55
9796_0:00439a	9796_0	ZSWIM3	F6TN27		100056419	Zinc finger SWIM-type containing 3
9796_0:00439b	9796_0	PCK1	F6ZRM2		100055710	Phosphoenolpyruvate carboxykinase 1
9796_0:00439c	9796_0	AP5S1	F6QE31		100052366	Adaptor related protein complex 5 sigma 1 subunit
9796_0:00439d	9796_0	TMEM189			100071459	transmembrane protein 189 isoform X1
9796_0:00439e	9796_0	LOC111769919			111769919	uncharacterized protein C16orf52 homolog B-like
9796_0:00439f	9796_0	TTI1	F7AK46		100055499	TELO2 interacting protein 1
9796_0:0043a0	9796_0	LZTS3			100052601	leucine zipper putative tumor suppressor 3 isoform X1
9796_0:0043a1	9796_0	LOC100067384			100067384	LOW QUALITY PROTEIN: signal-regulatory protein beta-1-like
9796_0:0043a2	9796_0	SOX18			111770059	transcription factor SOX-18
9796_0:0043a3	9796_0	STK4	F6X814		100070861	Serine/threonine kinase 4
9796_0:0043a4	9796_0	ATRN			100066461	attractin isoform X3
9796_0:0043a5	9796_0	WFDC11			102149639	protein WFDC11
9796_0:0043a6	9796_0	RIN2			100061415	ras and Rab interactor 2 isoform X1
9796_0:0043a7	9796_0	PSMA7			100057828	proteasome subunit alpha type-7
9796_0:0043a8	9796_0	ANKEF1			100051345	ankyrin repeat and EF-hand domain-containing protein 1 isoform X2
9796_0:0043a9	9796_0	SLC13A3			100071226	solute carrier family 13 member 3 isoform X1
9796_0:0043aa	9796_0	RBCK1			100067987	ranBP-type and C3HC4-type zinc finger-containing protein 1 isoform X1
9796_0:0043ab	9796_0	GDAP1L1			100055926	ganglioside-induced differentiation-associated protein 1-like 1 isoform X1
9796_0:0043ac	9796_0	PARD6B			100052187	partitioning defective 6 homolog beta
9796_0:0043ad	9796_0	C22H20orf173			100069553	uncharacterized protein C20orf173 homolog isoform X1
9796_0:0043ae	9796_0	MTG2			100057922	mitochondrial ribosome-associated GTPase 2 isoform X1
9796_0:0043af	9796_0	R3HDML			100147026	peptidase inhibitor R3HDML
9796_0:0043b0	9796_0	CYP24A1	F6YIY6		100053452	Cytochrome P450 family 24 subfamily A member 1
9796_0:0043b1	9796_0	C22H20orf144			111769989	uncharacterized protein C20orf144 homolog
9796_0:0043b2	9796_0	PFDN4			100053649	prefoldin subunit 4 isoform X1
9796_0:0043b3	9796_0	CDC25B	F6Q656		100052425	Cell division cycle 25B
9796_0:0043b4	9796_0	ZNF343			100629339	zinc finger protein 343 isoform X1
9796_0:0043b5	9796_0	PCSK2			100050755	neuroendocrine convertase 2
9796_0:0043b6	9796_0	SYCP2			100051057	synaptonemal complex protein 2 isoform X1
9796_0:0043b7	9796_0	KCNK15			111770016	potassium channel subfamily K member 15
9796_0:0043b8	9796_0	PABPC1L			100070836	polyadenylate-binding protein 1-like
9796_0:0043b9	9796_0	UBE2R2			100068420	ubiquitin-conjugating enzyme E2 R2 isoform X1
9796_0:0043ba	9796_0	DAPK1			100061567	death-associated protein kinase 1 isoform X1
9796_0:0043bb	9796_0	CDC14B			100062379	dual specificity protein phosphatase CDC14B isoform X1
9796_0:0043bc	9796_0	LOC100054999			100054999	solute carrier family 28 member 3
9796_0:0043bd	9796_0	NFIB			100062090	nuclear factor 1 B-type isoform X1
9796_0:0043be	9796_0	LOC100057755			100057755	constitutive coactivator of PPAR-gamma-like protein 1
9796_0:0043bf	9796_0	LOC100053069	F6W6D1		100053069	LOC100053069
9796_0:0043c0	9796_0	ENHO	F6QFZ4		100054090	ENHO
9796_0:0043c1	9796_0	APBA1			100056735	amyloid-beta A4 precursor protein-binding family A member 1 isoform X1
9796_0:0043c2	9796_0	LOC111770239			111770239	FERM domain-containing protein 3-like
9796_0:0043c3	9796_0	MFSD14B			100055223	hippocampus abundant transcript-like protein 1 isoform X1
9796_0:0043c4	9796_0	PTPDC1			100059662	protein tyrosine phosphatase domain-containing protein 1 isoform X1
9796_0:0043c5	9796_0	TRPM3			100050231	transient receptor potential cation channel subfamily M member 3 isoform X1
9796_0:0043c6	9796_0	TPD52L3			100060126	tumor protein D55
9796_0:0043c7	9796_0	IFN-ALPHA2	F7A317		100052818	IFN-ALPHA2
9796_0:0043c8	9796_0	ZNF169	F6ZUE6		100059949	Zinc finger protein 169
9796_0:0043c9	9796_0	VLDLR			100050907	very low-density lipoprotein receptor isoform X1
9796_0:0043ca	9796_0	HNRNPK;K9KBK0_HORSE	F6Q4Q1		100052735	Heterogeneous nuclear ribonucleoprotein K
9796_0:0043cb	9796_0	FBP2	F6YTD3		100061491	Fructose-bisphosphatase 2
9796_0:0043cc	9796_0	MOB3B			100067032	MOB kinase activator 3B
9796_0:0043cd	9796_0	LOC111770122			111770122	40S ribosomal protein SA-like
9796_0:0043ce	9796_0	SLC24A2			100063961	sodium/potassium/calcium exchanger 2 isoform X1
9796_0:0043cf	9796_0	IARS			100054721	isoleucine--tRNA ligase, cytoplasmic isoform X1
9796_0:0043d0	9796_0	SIGMAR1			100068507	sigma non-opioid intracellular receptor 1
9796_0:0043d1	9796_0	TLE1	F7CCD3		100061341	Transducin like enhancer of split 1
9796_0:0043d2	9796_0	FANCC			100061359	Fanconi anemia group C protein
9796_0:0043d3	9796_0	RASEF			100055690	ras and EF-hand domain-containing protein
9796_0:0043d4	9796_0	FAM219A			100068639	protein FAM219A isoform X1
9796_0:0043d5	9796_0	DCTN3	F6ZVN7		100068546	Dynactin subunit 3
9796_0:0043d6	9796_0	GDA	F7C708		100050096	Guanine deaminase
9796_0:0043d7	9796_0	RIC1			100059612	RAB6A-GEF complex partner protein 1 isoform X1
9796_0:0043d8	9796_0	GNA14			100063170	guanine nucleotide-binding protein subunit alpha-14 isoform X1
9796_0:0043d9	9796_0	FRMD3	F6UMY2		100054067	FERM domain containing 3
9796_0:0043da	9796_0	IFNB1	P05012		100052545	Interferon beta
9796_0:0043db	9796_0	PIP5K1B			100050520	phosphatidylinositol 4-phosphate 5-kinase type-1 beta isoform X1
9796_0:0043dc	9796_0	B4GALT1			100068209	beta-1,4-galactosyltransferase 1
9796_0:0043dd	9796_0	PLIN2			100052253	perilipin-2 isoform X1
9796_0:0043de	9796_0	PDCD1LG2			100059542	programmed cell death 1 ligand 2
9796_0:0043df	9796_0	SEMA4D			100062234	semaphorin-4D isoform X1
9796_0:0043e0	9796_0	CDKN2B			100034122	cyclin-dependent kinase 4 inhibitor B
9796_0:0043e1	9796_0	C23H9orf64			100053674	queuosine salvage protein
9796_0:0043e2	9796_0	C23H9orf57			100630696	LOW QUALITY PROTEIN: uncharacterized protein C9orf57 homolog
9796_0:0043e3	9796_0	TMC1			100055020	transmembrane channel-like protein 1
9796_0:0043e4	9796_0	TJP2			100050442	tight junction protein ZO-2 isoform X2
9796_0:0043e5	9796_0	KIAA2026			100059779	uncharacterized protein KIAA2026 homolog isoform X1
9796_0:0043e6	9796_0	CARD19			100056530	caspase recruitment domain-containing protein 19
9796_0:0043e7	9796_0	LOC111770231			111770231	uncharacterized protein LOC111770231
9796_0:0043e8	9796_0	LOC100054260			100054260	solute carrier family 28 member 3 isoform X1
9796_0:0043e9	9796_0	PUM3			100058365	pumilio homolog 3 isoform X1
9796_0:0043ea	9796_0	DIRAS2			100063278	GTP-binding protein Di-Ras2
9796_0:0043eb	9796_0	LOC111770137			111770137	uncharacterized protein LOC111770137 isoform X1
9796_0:0043ec	9796_0	ASPN	F7E284		100054817	Asporin
9796_0:0043ed	9796_0	AGTPBP1			100061665	cytosolic carboxypeptidase 1 isoform X6
9796_0:0043ee	9796_0	LOC100061947			100061947	putative spermatogenesis-associated protein 31D3
9796_0:0043ef	9796_0	SPIN1			100054905	spindlin-1
9796_0:0043f0	9796_0	C23H9orf3			100061428	aminopeptidase O isoform X1
9796_0:0043f1	9796_0	GCNT1	A8CWP2		100061416	Core2 beta-1,6-N-acetylglucosaminyltransferase
9796_0:0043f2	9796_0	DCAF12	F6VIL6		100068462	DDB1 and CUL4 associated factor 12
9796_0:0043f3	9796_0	LOC100064551			100064551	interferon alpha-2-like
9796_0:0043f4	9796_0	LOC111770212			111770212	C-C motif chemokine 19-like isoform X1
9796_0:0043f5	9796_0	GALT	F6TXX5		100068493	Galactose-1-phosphate uridylyltransferase
9796_0:0043f6	9796_0	LRRC19			100147474	leucine-rich repeat-containing protein 19
9796_0:0043f7	9796_0	HAUS6			100063596	HAUS augmin-like complex subunit 6 isoform X1
9796_0:0043f8	9796_0	LOC100052971	F7CXH4		100052971	LOC100052971
9796_0:0043f9	9796_0	C23H9orf135			100056294	protein C9orf135 homolog isoform X1
9796_0:0043fa	9796_0	KLF9	F6PJ06		100050300	Kruppel like factor 9
9796_0:0043fb	9796_0	RORB	F6XEI8		100049831	RAR related orphan receptor B
9796_0:0043fc	9796_0	LOC100060619			100060619	LOW QUALITY PROTEIN: C-C motif chemokine 21
9796_0:0043fd	9796_0	SUSD3			106782477	sushi domain-containing protein 3 isoform X1
9796_0:0043fe	9796_0	EQTN			100067008	equatorin
9796_0:0043ff	9796_0	GLIS3			100051202	zinc finger protein GLIS3 isoform X1
9796_0:004400	9796_0	LOC111770145			111770145	basic proline-rich protein-like
9796_0:004401	9796_0	LINGO2	F6PRM7		100053549	Leucine rich repeat and Ig domain containing 2
9796_0:004402	9796_0	GOLM1			100064873	Golgi membrane protein 1
9796_0:004403	9796_0	FAM122A	F6XQR9		100057045	Family with sequence similarity 122A
9796_0:004404	9796_0	BNC2			100062869	zinc finger protein basonuclin-2 isoform X6
9796_0:004405	9796_0	PTCH1			100033936	protein patched homolog 1 isoform X1
9796_0:004406	9796_0	FGD3			100056145	FYVE, RhoGEF and PH domain-containing protein 3 isoform X1
9796_0:004407	9796_0	LOC106782482			106782482	LOW QUALITY PROTEIN: spermatogenesis-associated protein 31D1-like
9796_0:004408	9796_0	LOC100054358			100054358	solute carrier family 28 member 3
9796_0:004409	9796_0	GNAQ			100063136	guanine nucleotide-binding protein G(q) subunit alpha isoform X1
9796_0:00440a	9796_0	C23H9orf85	F6U826		100055329	Chromosome 23 C9orf85 homolog
9796_0:00440b	9796_0	SLC1A1			100059120	excitatory amino acid transporter 3 isoform X1
9796_0:00440c	9796_0	CNTLN			100052128	centlein isoform X1
9796_0:00440d	9796_0	DENND4C			100052312	DENN domain-containing protein 4C isoform X1
9796_0:00440e	9796_0	IFNB1	F7B5Y2		100147174	Interferon beta
9796_0:00440f	9796_0	RCL1			100059280	RNA 3'-terminal phosphate cyclase-like protein isoform X1
9796_0:004410	9796_0	ARID3C			100068524	AT-rich interactive domain-containing protein 3C
9796_0:004411	9796_0	RRAGA			100063565	ras-related GTP-binding protein A
9796_0:004412	9796_0	ABHD17B			100050162	protein ABHD17B
9796_0:004413	9796_0	LOC100057291			100057291	LOW QUALITY PROTEIN: forkhead box protein D4
9796_0:004414	9796_0	DOCK8			100050677	dedicator of cytokinesis protein 8
9796_0:004415	9796_0	MPDZ			100052067	multiple PDZ domain protein isoform X1
9796_0:004416	9796_0	KIF24	F6PTT0		100068535	Kinesin family member 24
9796_0:004417	9796_0	RFX3			100051128	transcription factor RFX3 isoform X1
9796_0:004418	9796_0	CCL27			102147669	C-C motif chemokine 27
9796_0:004419	9796_0	IFN-OMEGA2	F7AD69		100052867	IFN-OMEGA2
9796_0:00441a	9796_0	IDNK			100053331	probable gluconokinase isoform X1
9796_0:00441b	9796_0	GLDC			100060355	glycine dehydrogenase (decarboxylating), mitochondrial isoform X1
9796_0:00441c	9796_0	RPP25L	F6UEB8		100068566	Ribonuclease P/MRP subunit p25 like
9796_0:00441d	9796_0	SNAPC3			100062645	snRNA-activating protein complex subunit 3 isoform X1
9796_0:00441e	9796_0	TMEM215	F6S3C6		100053699	Transmembrane protein 215
9796_0:00441f	9796_0	TLE4			100062680	transducin-like enhancer protein 4 isoform X1
9796_0:004420	9796_0	RPS6			100052368	40S ribosomal protein S6
9796_0:004421	9796_0	CNTFR			100146590	ciliary neurotrophic factor receptor subunit alpha
9796_0:004422	9796_0	NUDT2	F6ZSS7		100054044	Nudix hydrolase 2
9796_0:004423	9796_0	DDX58			100067920	probable ATP-dependent RNA helicase DDX58 isoform X1
9796_0:004424	9796_0	RFK			100063662	riboflavin kinase
9796_0:004425	9796_0	LOC111770185			111770185	uncharacterized protein LOC111770185
9796_0:004426	9796_0	IFNW1_HORSE	P05001		100036553	Interferon omega-1
9796_0:004427	9796_0	TYRP1	Q7PCK9		100033886	Tyrosinase-related protein 1
9796_0:004428	9796_0	CEP78			100062981	centrosomal protein of 78 kDa isoform X1
9796_0:004429	9796_0	PSAT1	F6Q3R5		100061380	Phosphoserine aminotransferase
9796_0:00442a	9796_0	ADAMTSL1			100063467	ADAMTS-like protein 1 isoform X1
9796_0:00442b	9796_0	OSTF1			100063925	osteoclast-stimulating factor 1
9796_0:00442c	9796_0	DNAJA1			100053747	dnaJ homolog subfamily A member 1
9796_0:00442d	9796_0	SH3GL2			100063235	endophilin-A1
9796_0:00442e	9796_0	LOC102150331			102150331	RNA exonuclease 1 homolog
9796_0:00442f	9796_0	LOC100146270			100146270	cyclin-dependent kinase 4 inhibitor B
9796_0:004430	9796_0	SLC35D2			100062655	UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter
9796_0:004431	9796_0	IFND2	B6CGU9		100064975	Interferon-delta 2
9796_0:004432	9796_0	IL33			100059908	interleukin-33 isoform X1
9796_0:004433	9796_0	DMRT2			100057779	doublesex- and mab-3-related transcription factor 2 isoform X1
9796_0:004434	9796_0	IFNA4_HORSE	P05006		100052921	Interferon alpha-4
9796_0:004435	9796_0	JAK2	F6RE38		100051487	Tyrosine-protein kinase
9796_0:004436	9796_0	ERMP1			100051763	endoplasmic reticulum metallopeptidase 1 isoform X1
9796_0:004437	9796_0	LOC100058496			100058496	histone-arginine methyltransferase CARM1 isoform X1
9796_0:004438	9796_0	PTPRD			100051885	receptor-type tyrosine-protein phosphatase delta
9796_0:004439	9796_0	TOPORS			100053650	E3 ubiquitin-protein ligase Topors isoform X1
9796_0:00443a	9796_0	NFIL3			102148253	nuclear factor interleukin-3-regulated protein
9796_0:00443b	9796_0	KIF27	F6S5U9		100052685	Kinesin family member 27
9796_0:00443c	9796_0	UHRF2			100060288	E3 ubiquitin-protein ligase UHRF2 isoform X1
9796_0:00443d	9796_0	ERCC6L2			100063182	DNA excision repair protein ERCC-6-like 2 isoform X1
9796_0:00443e	9796_0	LOC100065392	F7C819		100065392	S-methyl-5'-thioadenosine phosphorylase
9796_0:00443f	9796_0	LOC111770229			111770229	putative serine protease 47
9796_0:004440	9796_0	C23H9orf153			100629650	uncharacterized protein C9orf153 homolog
9796_0:004441	9796_0	CDC37L1			100051417	hsp90 co-chaperone Cdc37-like 1 isoform X1
9796_0:004442	9796_0	LOC100630716			100630716	uncharacterized protein LOC100630716
9796_0:004443	9796_0	SMC5			100056086	structural maintenance of chromosomes protein 5 isoform X1
9796_0:004444	9796_0	KDM4C			100060699	lysine-specific demethylase 4C isoform X1
9796_0:004445	9796_0	GKAP1			100052630	G kinase-anchoring protein 1 isoform X1
9796_0:004446	9796_0	C23H9orf92			102149618	LOW QUALITY PROTEIN: putative uncharacterized protein C9orf92 homolog
9796_0:004447	9796_0	NXNL2			100054953	nucleoredoxin-like protein 2
9796_0:004448	9796_0	PHF2			100058211	lysine-specific demethylase PHF2 isoform X1
9796_0:004449	9796_0	TMEM252	F7B920		100057169	Transmembrane protein 252
9796_0:00444a	9796_0	LOC100053110			100053110	interferon alpha-4
9796_0:00444b	9796_0	ELAVL2	F7E3Z6		100053407	ELAV-like protein
9796_0:00444c	9796_0	PLAA			100053453	phospholipase A-2-activating protein
9796_0:00444d	9796_0	LOC111770098			111770098	putative spermatogenesis-associated protein 31D4
9796_0:00444e	9796_0	LOC100065486			100065486	LOW QUALITY PROTEIN: S-methyl-5'-thioadenosine phosphorylase
9796_0:00444f	9796_0	UBAP1	F6RBF0		100053997	Ubiquitin associated protein 1
9796_0:004450	9796_0	SPTLC1	F6TYP0		100063025	Serine palmitoyltransferase long chain base subunit 1
9796_0:004451	9796_0	LOC100050598			100050598	COBW domain-containing protein 2 isoform X1
9796_0:004452	9796_0	CCL19			100630643	C-C motif chemokine 19
9796_0:004453	9796_0	RANBP6	F7AW38		100059812	RANBP6
9796_0:004454	9796_0	ANXA1	Q8HZM6		100033940	Annexin A1
9796_0:004455	9796_0	LOC100052658			100052658	interferon beta-like
9796_0:004456	9796_0	UBAP2			100053948	ubiquitin-associated protein 2 isoform X1
9796_0:004457	9796_0	LOC111770146			111770146	uncharacterized protein LOC111770146
9796_0:004458	9796_0	LOC111770143			111770143	interferon omega-1-like
9796_0:004459	9796_0	RLN	P22969		100033823	Relaxin A chain
9796_0:00445a	9796_0	IPPK			100055987	inositol-pentakisphosphate 2-kinase isoform X1
9796_0:00445b	9796_0	NOL6	F6TYH9		100053901	Nucleolar protein 6
9796_0:00445c	9796_0	SECISBP2			100062130	selenocysteine insertion sequence-binding protein 2 isoform X1
9796_0:00445d	9796_0	LOC106781163			106781163	putative spermatogenesis-associated protein 31D3
9796_0:00445e	9796_0	NTRK2	F6QPZ0		100061700	Tyrosine-protein kinase receptor
9796_0:00445f	9796_0	CTSL			100061532	cathepsin L1
9796_0:004460	9796_0	LURAP1L	F6V327		100052009	Leucine rich adaptor protein 1 like
9796_0:004461	9796_0	AQP7			100068324	aquaporin-7 isoform X1
9796_0:004462	9796_0	TRPM6			100054478	transient receptor potential cation channel subfamily M member 6 isoform X1
9796_0:004463	9796_0	FOCAD			100064410	focadhesin isoform X4
9796_0:004464	9796_0	IZUMO3			100630134	izumo sperm-egg fusion protein 3 isoform X1
9796_0:004465	9796_0	LOC100062166			100062166	zinc finger protein 782
9796_0:004466	9796_0	CAAP1			100066904	caspase activity and apoptosis inhibitor 1
9796_0:004467	9796_0	NAA35			100064899	N-alpha-acetyltransferase 35, NatC auxiliary subunit
9796_0:004468	9796_0	DNAI1			100068649	dynein intermediate chain 1, axonemal isoform X1
9796_0:004469	9796_0	PTAR1			100056335	protein prenyltransferase alpha subunit repeat-containing protein 1
9796_0:00446a	9796_0	PCSK5	F6VT99		100063740	Proprotein convertase subtilisin/kexin type 5
9796_0:00446b	9796_0	CKS2			106782489	cyclin-dependent kinases regulatory subunit 2
9796_0:00446c	9796_0	SHC3			100061926	SHC-transforming protein 3
9796_0:00446d	9796_0	AAED1			100062308	thioredoxin-like protein AAED1 isoform X1
9796_0:00446e	9796_0	OGN	F6PVJ6		100054772	Osteoglycin
9796_0:00446f	9796_0	NOL8			100055560	nucleolar protein 8 isoform X1
9796_0:004470	9796_0	LOC111767428			111767428	interferon omega-1
9796_0:004471	9796_0	DMAC1			100629510	distal membrane-arm assembly complex protein 1
9796_0:004472	9796_0	RMI1	F6T3C5		100052791	RMI1
9796_0:004473	9796_0	ZNF510			100062127	zinc finger protein 510 isoform X1
9796_0:004474	9796_0	KANK1			100050757	KN motif and ankyrin repeat domain-containing protein 1 isoform X1
9796_0:004475	9796_0	SMU1			100068168	WD40 repeat-containing protein SMU1
9796_0:004476	9796_0	FREM1			100062297	FRAS1-related extracellular matrix protein 1 isoform X1
9796_0:004477	9796_0	IFND1	B6CGU8		100064731	Interferon-delta 1
